Date,Day_of_Week,Season,Holiday,Competitor_Price,Roomify_Price,Demand,Bookings,Occupancy_Percentage,Total_Rooms,Revenue,RevPAR
2022-08-31,Wednesday,High,No,194.4,171.38,182.6,142.7,91.3,200,24464.17,122.32
2022-09-01,Thursday,Medium,No,177.61,170.95,111.1,73.4,55.5,200,12552.09,62.76
2022-09-02,Friday,Medium,No,158.22,135.52,88.3,81.8,44.2,200,11084.35,55.42
2022-09-03,Saturday,Medium,No,176.79,192.51,144.2,121.9,72.1,200,23459.86,117.3
2022-09-04,Sunday,Medium,No,164.95,160.83,198.1,185.7,99.0,200,29872.34,149.36
2022-09-05,Monday,Medium,Yes,161.69,184.54,188.0,121.4,94.0,200,22408.89,112.04
2022-09-06,Tuesday,Medium,No,161.29,170.36,97.9,80.5,49.0,200,13713.82,68.57
2022-09-07,Wednesday,Medium,No,191.97,196.82,107.7,97.7,53.8,200,19225.35,96.13
2022-09-08,Thursday,Medium,No,185.99,202.49,118.0,92.7,59.0,200,18763.97,93.82
2022-09-09,Friday,Medium,No,175.47,191.87,134.5,122.9,67.3,200,23581.67,117.91
2022-09-10,Saturday,Medium,No,180.74,173.3,194.3,169.0,97.2,200,29293.14,146.47
2022-09-11,Sunday,Medium,No,196.13,170.22,202.7,176.3,100.0,200,30013.11,150.07
2022-09-12,Monday,Medium,No,155.23,174.32,109.2,97.4,54.6,200,16982.58,84.91
2022-09-13,Tuesday,Medium,No,172.84,172.53,119.5,127.2,59.8,200,21943.39,109.72
2022-09-14,Wednesday,Medium,No,190.91,192.73,120.4,103.8,60.2,200,20005.16,100.03
2022-09-15,Thursday,Medium,No,174.2,163.54,114.9,78.5,57.4,200,12831.76,64.16
2022-09-16,Friday,Medium,No,170.99,196.94,104.9,105.6,52.4,200,20806.63,104.03
2022-09-17,Saturday,Medium,No,146.61,154.71,169.7,162.0,84.9,200,25066.36,125.33
2022-09-18,Sunday,Medium,No,190.26,174.82,189.6,160.4,94.8,200,28042.82,140.21
2022-09-19,Monday,Medium,No,162.41,201.67,124.3,86.1,62.2,200,17362.16,86.81
2022-09-20,Tuesday,Medium,No,187.15,211.6,102.8,91.4,51.4,200,19347.89,96.74
2022-09-21,Wednesday,Medium,No,172.41,189.21,105.5,82.6,52.7,200,15624.85,78.12
2022-09-22,Thursday,Medium,No,164.62,207.45,121.5,98.8,60.8,200,20491.35,102.46
2022-09-23,Friday,Medium,No,176.58,158.92,143.0,96.7,71.5,200,15360.28,76.8
2022-09-24,Saturday,Medium,No,159.56,161.61,141.5,136.7,70.7,200,22085.65,110.43
2022-09-25,Sunday,Medium,No,157.98,190.93,156.6,140.5,78.3,200,26832.7,134.16
2022-09-26,Monday,Medium,No,166.15,158.34,139.9,112.0,70.0,200,17738.47,88.69
2022-09-27,Tuesday,Medium,No,141.65,175.44,141.4,132.2,70.7,200,23199.67,116.0
2022-09-28,Wednesday,Medium,No,159.77,177.01,109.7,116.0,54.8,200,20535.06,102.68
2022-09-29,Thursday,Medium,No,170.73,192.6,136.0,118.8,68.0,200,22889.09,114.45
2022-09-30,Friday,Medium,No,161.11,180.07,114.3,96.8,57.2,200,17423.22,87.12
2022-10-01,Saturday,Medium,No,175.91,185.04,180.0,151.6,90.0,200,28048.13,140.24
2022-10-02,Sunday,Medium,No,166.18,144.04,186.3,164.8,93.2,200,23741.97,118.71
2022-10-03,Monday,Medium,No,179.97,161.97,161.8,135.2,80.9,200,21905.94,109.53
2022-10-04,Tuesday,Medium,No,181.62,163.2,132.3,98.5,66.1,200,16072.96,80.36
2022-10-05,Wednesday,Medium,No,155.64,222.28,100.8,87.8,50.4,200,19527.01,97.64
2022-10-06,Thursday,Medium,No,178.05,193.91,119.8,106.2,59.9,200,20594.25,102.97
2022-10-07,Friday,Medium,No,201.05,182.85,124.0,118.4,62.0,200,21658.14,108.29
2022-10-08,Saturday,Medium,No,181.58,207.74,173.5,127.7,86.8,200,26519.0,132.59
2022-10-09,Sunday,Medium,No,189.5,161.07,174.1,134.8,87.0,200,21715.3,108.58
2022-10-10,Monday,Medium,No,164.04,190.58,120.6,107.6,60.3,200,20506.13,102.53
2022-10-11,Tuesday,Medium,No,189.21,193.07,114.4,108.3,57.2,200,20900.22,104.5
2022-10-12,Wednesday,Medium,No,182.84,159.45,131.9,121.4,66.0,200,19358.19,96.79
2022-10-13,Thursday,Medium,No,160.54,211.51,105.6,91.1,52.8,200,19260.02,96.3
2022-10-14,Friday,Medium,No,162.4,184.31,93.2,65.8,46.6,200,12129.84,60.65
2022-10-15,Saturday,Medium,No,188.92,167.06,148.2,94.0,74.1,200,15710.24,78.55
2022-10-16,Sunday,Medium,No,155.42,157.54,200.2,190.3,100.0,200,29985.95,149.93
2022-10-17,Monday,Medium,No,154.68,229.05,122.3,100.0,61.2,200,22905.7,114.53
2022-10-18,Tuesday,Medium,No,127.51,178.51,77.8,53.3,38.9,200,9520.9,47.6
2022-10-19,Wednesday,Medium,No,180.34,232.8,137.2,124.4,68.6,200,28952.58,144.76
2022-10-20,Thursday,Medium,No,173.92,201.07,129.6,113.8,64.8,200,22875.26,114.38
2022-10-21,Friday,Medium,No,166.56,182.75,101.4,83.4,50.7,200,15234.34,76.17
2022-10-22,Saturday,Medium,No,139.61,182.03,132.9,98.3,66.5,200,17895.05,89.48
2022-10-23,Sunday,Medium,No,167.7,211.84,173.1,119.9,86.6,200,25410.14,127.05
2022-10-24,Monday,Medium,No,150.16,202.82,87.7,72.6,43.9,200,14723.52,73.62
2022-10-25,Tuesday,Medium,No,173.25,164.63,122.1,87.5,61.1,200,14405.72,72.03
2022-10-26,Wednesday,Medium,No,155.98,190.4,80.2,71.7,40.1,200,13651.33,68.26
2022-10-27,Thursday,Medium,No,164.71,195.05,117.8,116.2,58.9,200,22673.53,113.37
2022-10-28,Friday,Medium,No,166.88,175.41,120.6,109.1,60.3,200,19131.6,95.66
2022-10-29,Saturday,Medium,No,165.73,184.81,148.2,116.1,74.1,200,21459.06,107.3
2022-10-30,Sunday,Medium,No,143.96,201.55,123.0,96.0,61.5,200,19347.98,96.74
2022-10-31,Monday,Medium,No,154.22,201.9,103.0,100.4,51.5,200,20265.54,101.33
2022-11-01,Tuesday,Low,No,124.9,157.58,57.0,60.7,28.5,200,9563.7,47.82
2022-11-02,Wednesday,Low,No,117.19,158.2,84.3,75.1,42.1,200,11884.09,59.42
2022-11-03,Thursday,Low,No,132.22,149.4,77.8,65.0,38.9,200,9703.86,48.52
2022-11-04,Friday,Low,No,149.46,196.21,61.3,43.7,30.7,200,8581.96,42.91
2022-11-05,Saturday,Low,No,133.68,187.15,82.5,83.6,41.2,200,15651.78,78.26
2022-11-06,Sunday,Low,No,160.17,140.93,123.4,125.0,61.7,200,17610.93,88.05
2022-11-07,Monday,Low,No,129.31,147.93,64.9,48.6,32.5,200,7187.52,35.94
2022-11-08,Tuesday,Low,No,125.26,127.52,80.2,62.0,40.1,200,7910.44,39.55
2022-11-09,Wednesday,Low,No,138.51,120.88,86.6,80.8,43.3,200,9772.69,48.86
2022-11-10,Thursday,Low,No,105.09,147.13,95.0,69.2,47.5,200,10185.1,50.93
2022-11-11,Friday,Low,No,160.09,160.38,65.9,55.6,32.9,200,8918.81,44.59
2022-11-12,Saturday,Low,No,143.37,153.52,120.4,91.3,60.2,200,14009.21,70.05
2022-11-13,Sunday,Low,No,137.54,123.73,109.8,83.4,54.9,200,10317.05,51.59
2022-11-14,Monday,Low,No,123.97,176.72,91.6,83.5,45.8,200,14747.69,73.74
2022-11-15,Tuesday,Low,No,118.62,145.67,98.8,85.4,49.4,200,12435.91,62.18
2022-11-16,Wednesday,Low,No,169.79,159.87,83.8,68.7,41.9,200,10978.53,54.89
2022-11-17,Thursday,Low,No,137.0,148.95,92.1,87.1,46.0,200,12968.7,64.84
2022-11-18,Friday,Low,No,123.21,125.38,42.9,38.6,21.4,200,4839.86,24.2
2022-11-19,Saturday,Low,No,118.45,108.94,119.8,131.7,59.9,200,14343.86,71.72
2022-11-20,Sunday,Low,No,134.91,168.77,105.2,88.4,52.6,200,14916.29,74.58
2022-11-21,Monday,Low,No,148.79,146.19,85.3,75.3,42.7,200,11007.17,55.04
2022-11-22,Tuesday,Low,No,124.98,171.84,67.5,52.3,33.8,200,8982.99,44.91
2022-11-23,Wednesday,Low,No,143.05,134.03,80.6,68.4,40.3,200,9168.45,45.84
2022-11-24,Thursday,Low,Yes,151.29,161.49,124.9,116.4,62.5,200,18795.86,93.98
2022-11-25,Friday,Low,Yes,155.85,163.16,126.4,90.9,63.2,200,14825.01,74.13
2022-11-26,Saturday,Low,No,119.02,145.9,92.2,76.7,46.1,200,11185.21,55.93
2022-11-27,Sunday,Low,No,135.85,162.59,104.0,93.4,52.0,200,15192.36,75.96
2022-11-28,Monday,Low,No,135.97,112.49,61.2,51.1,30.6,200,5753.82,28.77
2022-11-29,Tuesday,Low,No,116.85,164.0,100.9,98.1,50.5,200,16087.25,80.44
2022-11-30,Wednesday,Low,No,131.8,181.81,73.9,60.3,36.9,200,10962.66,54.81
2022-12-01,Thursday,Low,No,125.8,145.95,68.4,59.3,34.2,200,8654.67,43.27
2022-12-02,Friday,Low,No,137.41,152.06,86.2,83.5,43.1,200,12699.15,63.5
2022-12-03,Saturday,Low,No,149.24,122.3,60.9,57.5,30.5,200,7029.35,35.15
2022-12-04,Sunday,Low,No,114.5,147.5,78.9,52.9,39.5,200,7796.35,38.98
2022-12-05,Monday,Low,No,143.12,167.18,64.4,38.1,32.2,200,6365.39,31.83
2022-12-06,Tuesday,Low,No,126.81,159.84,44.2,38.4,22.1,200,6130.47,30.65
2022-12-07,Wednesday,Low,No,134.77,163.59,77.3,58.2,38.6,200,9513.03,47.57
2022-12-08,Thursday,Low,No,152.95,148.83,79.5,60.1,39.7,200,8947.72,44.74
2022-12-09,Friday,Low,No,128.35,134.3,75.4,77.0,37.7,200,10344.73,51.72
2022-12-10,Saturday,Low,No,114.42,119.73,139.9,116.0,69.9,200,13883.45,69.42
2022-12-11,Sunday,Low,No,124.96,172.8,87.0,89.9,43.5,200,15528.2,77.64
2022-12-12,Monday,Low,No,145.17,142.24,123.1,97.2,61.6,200,13828.05,69.14
2022-12-13,Tuesday,Low,No,146.13,157.99,104.1,104.7,52.0,200,16545.57,82.73
2022-12-14,Wednesday,Low,No,135.48,136.93,88.9,69.6,44.5,200,9526.77,47.63
2022-12-15,Thursday,Low,No,165.2,154.73,72.7,63.1,36.3,200,9768.47,48.84
2022-12-16,Friday,High,No,174.79,180.57,202.2,158.6,100.0,200,28639.24,143.2
2022-12-17,Saturday,High,No,179.3,210.73,262.5,242.0,100.0,200,50988.88,254.94
2022-12-18,Sunday,High,No,209.94,184.86,223.6,223.6,100.0,200,41334.43,206.67
2022-12-19,Monday,High,No,190.16,194.98,205.2,185.8,100.0,200,36233.47,181.17
2022-12-20,Tuesday,High,No,201.84,243.3,156.0,147.1,78.0,200,35791.66,178.96
2022-12-21,Wednesday,High,No,195.86,205.37,207.9,187.3,100.0,200,38469.0,192.34
2022-12-22,Thursday,High,No,203.07,221.45,167.8,128.6,83.9,200,28469.47,142.35
2022-12-23,Friday,High,No,179.33,160.67,221.1,163.6,100.0,200,26279.8,131.4
2022-12-24,Saturday,High,No,191.68,194.46,257.1,239.5,100.0,200,46566.61,232.83
2022-12-25,Sunday,High,Yes,207.91,188.34,399.9,351.2,100.0,200,66140.34,330.7
2022-12-26,Monday,High,No,191.27,232.15,178.3,164.6,89.1,200,38220.28,191.1
2022-12-27,Tuesday,High,No,204.94,223.47,178.7,128.7,89.4,200,28771.4,143.86
2022-12-28,Wednesday,High,No,201.0,186.97,169.4,153.9,84.7,200,28784.13,143.92
2022-12-29,Thursday,High,No,213.57,200.43,186.2,189.9,93.1,200,38069.09,190.35
2022-12-30,Friday,High,No,198.61,252.03,176.8,119.1,88.4,200,30027.24,150.14
2022-12-31,Saturday,High,Yes,206.3,207.62,428.2,392.8,100.0,200,81557.15,407.79
2023-01-01,Sunday,Low,Yes,132.92,127.51,175.0,133.9,87.5,200,17071.69,85.36
2023-01-02,Monday,Low,No,126.29,163.77,106.3,94.5,53.1,200,15481.12,77.41
2023-01-03,Tuesday,Low,No,117.06,160.89,94.9,74.9,47.5,200,12053.21,60.27
2023-01-04,Wednesday,Low,No,132.99,152.29,60.8,55.6,30.4,200,8473.37,42.37
2023-01-05,Thursday,Low,No,133.19,160.39,57.3,46.2,28.7,200,7415.97,37.08
2023-01-06,Friday,Low,No,145.84,144.54,114.5,92.8,57.3,200,13410.87,67.05
2023-01-07,Saturday,Low,No,138.37,170.65,75.8,51.1,37.9,200,8716.71,43.58
2023-01-08,Sunday,Low,No,112.12,156.96,87.5,96.8,43.8,200,15191.41,75.96
2023-01-09,Monday,Low,No,126.54,155.69,105.3,110.6,52.7,200,17226.0,86.13
2023-01-10,Tuesday,Low,No,165.92,176.17,99.0,90.0,49.5,200,15857.78,79.29
2023-01-11,Wednesday,Low,No,146.68,140.98,63.6,54.1,31.8,200,7622.47,38.11
2023-01-12,Thursday,Low,No,132.45,142.94,92.0,87.0,46.0,200,12437.47,62.19
2023-01-13,Friday,Low,No,136.33,181.55,49.2,40.9,24.6,200,7420.14,37.1
2023-01-14,Saturday,Low,No,124.25,114.67,110.3,92.5,55.2,200,10601.29,53.01
2023-01-15,Sunday,Low,No,157.7,164.62,90.0,93.2,45.0,200,15347.4,76.74
2023-01-16,Monday,Low,No,153.32,163.64,73.9,55.7,36.9,200,9113.21,45.57
2023-01-17,Tuesday,Low,No,129.42,173.77,109.5,109.9,54.7,200,19104.65,95.52
2023-01-18,Wednesday,Low,No,127.67,129.61,82.5,55.5,41.2,200,7193.7,35.97
2023-01-19,Thursday,Low,No,139.85,149.05,69.1,47.7,34.6,200,7111.95,35.56
2023-01-20,Friday,Low,No,142.7,141.35,56.6,31.9,28.3,200,4502.43,22.51
2023-01-21,Saturday,Low,No,134.59,187.45,132.0,106.2,66.0,200,19904.74,99.52
2023-01-22,Sunday,Low,No,125.97,161.38,82.6,72.7,41.3,200,11730.67,58.65
2023-01-23,Monday,Low,No,146.49,176.54,73.1,60.6,36.5,200,10702.61,53.51
2023-01-24,Tuesday,Low,No,121.83,135.46,72.8,64.5,36.4,200,8742.89,43.71
2023-01-25,Wednesday,Low,No,148.7,135.94,109.9,90.4,54.9,200,12288.29,61.44
2023-01-26,Thursday,Low,No,134.68,137.06,31.1,29.2,15.5,200,3998.83,19.99
2023-01-27,Friday,Low,No,146.05,146.37,81.3,73.3,40.6,200,10727.41,53.64
2023-01-28,Saturday,Low,No,111.56,141.42,118.9,86.1,59.4,200,12182.73,60.91
2023-01-29,Sunday,Low,No,139.4,124.87,121.3,102.7,60.7,200,12823.59,64.12
2023-01-30,Monday,Low,No,110.77,155.08,55.7,42.8,27.9,200,6643.44,33.22
2023-01-31,Tuesday,Low,No,138.01,174.97,53.3,45.6,26.6,200,7977.98,39.89
2023-02-01,Wednesday,Low,No,141.43,165.86,79.4,64.6,39.7,200,10708.42,53.54
2023-02-02,Thursday,Low,No,122.59,153.72,52.5,29.3,26.2,200,4498.9,22.49
2023-02-03,Friday,Low,No,141.55,170.08,27.9,20.9,14.0,200,3554.78,17.77
2023-02-04,Saturday,Low,No,144.29,193.15,101.0,78.5,50.5,200,15167.32,75.84
2023-02-05,Sunday,Low,No,132.26,179.5,87.1,67.1,43.5,200,12036.73,60.18
2023-02-06,Monday,Low,No,127.76,132.93,81.5,82.5,40.7,200,10966.64,54.83
2023-02-07,Tuesday,Low,No,139.85,146.95,72.9,50.6,36.5,200,7435.81,37.18
2023-02-08,Wednesday,Low,No,148.25,150.44,76.0,88.9,38.0,200,13375.65,66.88
2023-02-09,Thursday,Low,No,139.48,136.96,71.5,69.0,35.7,200,9445.08,47.23
2023-02-10,Friday,Low,No,136.7,123.23,98.4,77.1,49.2,200,9495.63,47.48
2023-02-11,Saturday,Low,No,163.1,173.6,100.9,98.7,50.4,200,17131.09,85.66
2023-02-12,Sunday,Low,No,136.02,169.06,113.5,86.9,56.8,200,14689.99,73.45
2023-02-13,Monday,Low,No,125.35,172.6,64.3,52.0,32.1,200,8979.44,44.9
2023-02-14,Tuesday,Low,No,120.67,160.47,113.3,84.2,56.7,200,13517.51,67.59
2023-02-15,Wednesday,Low,No,135.36,180.24,70.4,63.1,35.2,200,11367.87,56.84
2023-02-16,Thursday,Low,No,119.06,160.57,67.9,64.4,33.9,200,10340.46,51.7
2023-02-17,Friday,Low,No,152.81,203.79,83.6,73.8,41.8,200,15033.92,75.17
2023-02-18,Saturday,Low,No,137.92,144.94,117.1,96.0,58.5,200,13920.06,69.6
2023-02-19,Sunday,Low,No,137.53,178.35,81.9,78.9,40.9,200,14080.13,70.4
2023-02-20,Monday,Low,No,154.76,149.64,37.6,29.6,18.8,200,4436.08,22.18
2023-02-21,Tuesday,Low,No,154.45,151.54,60.0,48.0,30.0,200,7271.4,36.36
2023-02-22,Wednesday,Low,No,147.61,162.93,72.7,59.2,36.4,200,9637.95,48.19
2023-02-23,Thursday,Low,No,129.12,133.55,111.5,91.2,55.7,200,12175.71,60.88
2023-02-24,Friday,Low,No,153.26,182.43,95.4,77.0,47.7,200,14041.54,70.21
2023-02-25,Saturday,Low,No,141.06,151.52,91.4,80.7,45.7,200,12225.07,61.13
2023-02-26,Sunday,Low,No,117.31,175.75,86.0,74.8,43.0,200,13147.06,65.74
2023-02-27,Monday,Low,No,139.25,146.82,90.4,72.6,45.2,200,10654.85,53.27
2023-02-28,Tuesday,Low,No,148.07,125.08,82.5,86.1,41.3,200,10775.67,53.88
2023-03-01,Wednesday,Low,No,120.0,138.45,86.6,75.2,43.3,200,10404.81,52.02
2023-03-02,Thursday,Low,No,140.26,161.78,89.0,85.5,44.5,200,13838.54,69.19
2023-03-03,Friday,Low,No,141.15,147.17,92.4,96.1,46.2,200,14146.82,70.73
2023-03-04,Saturday,Low,No,133.01,132.51,134.1,112.4,67.1,200,14894.79,74.47
2023-03-05,Sunday,Low,No,102.41,143.37,87.9,73.9,43.9,200,10592.47,52.96
2023-03-06,Monday,Low,No,139.98,155.81,91.5,73.8,45.7,200,11494.11,57.47
2023-03-07,Tuesday,Low,No,142.7,146.81,94.1,85.8,47.0,200,12590.57,62.95
2023-03-08,Wednesday,Low,No,120.97,173.72,58.8,54.7,29.4,200,9510.33,47.55
2023-03-09,Thursday,Low,No,140.51,188.76,67.3,54.8,33.6,200,10352.69,51.76
2023-03-10,Friday,Low,No,134.71,145.94,94.0,64.7,47.0,200,9442.91,47.21
2023-03-11,Saturday,Low,No,119.19,130.64,127.8,130.5,63.9,200,17045.1,85.23
2023-03-12,Sunday,Low,No,133.43,148.62,109.6,105.9,54.8,200,15734.92,78.67
2023-03-13,Monday,Low,No,121.09,156.77,92.4,83.2,46.2,200,13042.96,65.21
2023-03-14,Tuesday,Low,No,137.84,172.02,20.0,18.3,10.0,200,3155.17,15.78
2023-03-15,Wednesday,Low,No,125.19,115.39,90.2,89.1,45.1,200,10279.18,51.4
2023-03-16,Thursday,Medium,No,162.94,203.06,143.4,140.7,71.7,200,28575.82,142.88
2023-03-17,Friday,Medium,No,189.6,198.84,119.8,82.6,59.9,200,16425.68,82.13
2023-03-18,Saturday,Medium,No,161.31,167.14,209.6,174.5,100.0,200,29160.43,145.8
2023-03-19,Sunday,Medium,No,166.85,195.03,160.4,163.5,80.2,200,31884.82,159.42
2023-03-20,Monday,Medium,No,155.66,187.89,97.7,70.1,48.8,200,13179.82,65.9
2023-03-21,Tuesday,Medium,No,155.82,183.26,105.1,82.0,52.5,200,15034.31,75.17
2023-03-22,Wednesday,Medium,No,143.91,182.34,80.3,74.4,40.1,200,13556.82,67.78
2023-03-23,Thursday,Medium,No,166.24,154.85,113.8,88.2,56.9,200,13655.0,68.28
2023-03-24,Friday,Medium,No,169.79,210.81,73.8,63.6,36.9,200,13402.79,67.01
2023-03-25,Saturday,Medium,No,162.6,197.43,161.5,125.1,80.7,200,24699.28,123.5
2023-03-26,Sunday,Medium,No,160.21,168.08,187.0,159.4,93.5,200,26789.79,133.95
2023-03-27,Monday,Medium,No,193.52,182.79,105.8,73.9,52.9,200,13514.74,67.57
2023-03-28,Tuesday,Medium,No,137.95,152.32,121.6,109.5,60.8,200,16684.94,83.42
2023-03-29,Wednesday,Medium,No,141.28,201.9,94.9,82.1,47.4,200,16566.29,82.83
2023-03-30,Thursday,Medium,No,189.18,201.94,112.2,85.4,56.1,200,17239.89,86.2
2023-03-31,Friday,Medium,No,132.72,169.62,105.8,79.5,52.9,200,13478.31,67.39
2023-04-01,Saturday,Medium,No,163.03,185.54,156.5,122.9,78.3,200,22800.28,114.0
2023-04-02,Sunday,Medium,No,167.53,192.84,138.6,137.3,69.3,200,26485.2,132.43
2023-04-03,Monday,Medium,No,163.52,184.38,129.6,113.2,64.8,200,20863.86,104.32
2023-04-04,Tuesday,Medium,No,179.3,189.74,105.7,93.6,52.8,200,17764.7,88.82
2023-04-05,Wednesday,Medium,No,147.84,186.17,110.0,91.2,55.0,200,16981.23,84.91
2023-04-06,Thursday,Medium,No,163.07,146.36,109.0,93.7,54.5,200,13711.86,68.56
2023-04-07,Friday,Medium,No,167.4,163.45,145.3,110.9,72.7,200,18131.17,90.66
2023-04-08,Saturday,Medium,No,179.54,192.54,151.4,155.6,75.7,200,29958.77,149.79
2023-04-09,Sunday,Medium,No,147.1,202.38,169.1,132.4,84.5,200,26789.43,133.95
2023-04-10,Monday,Medium,No,185.89,179.0,125.8,110.2,62.9,200,19722.47,98.61
2023-04-11,Tuesday,Medium,No,162.99,200.22,127.6,86.2,63.8,200,17254.63,86.27
2023-04-12,Wednesday,Medium,No,184.57,150.75,140.7,135.4,70.3,200,20411.65,102.06
2023-04-13,Thursday,Medium,No,148.64,175.78,91.3,75.7,45.7,200,13298.3,66.49
2023-04-14,Friday,Medium,No,160.38,199.59,137.4,136.0,68.7,200,27138.81,135.69
2023-04-15,Saturday,Medium,No,156.57,179.82,126.8,97.6,63.4,200,17549.67,87.75
2023-04-16,Sunday,Medium,No,179.47,216.31,133.0,105.1,66.5,200,22744.04,113.72
2023-04-17,Monday,Medium,No,164.6,189.6,98.3,87.8,49.2,200,16639.5,83.2
2023-04-18,Tuesday,Medium,No,157.89,183.71,125.0,106.4,62.5,200,19540.13,97.7
2023-04-19,Wednesday,Medium,No,158.45,181.81,112.9,91.8,56.5,200,16691.68,83.46
2023-04-20,Thursday,Medium,No,161.12,215.97,119.0,97.6,59.5,200,21079.47,105.4
2023-04-21,Friday,Medium,No,175.45,177.32,143.1,126.9,71.5,200,22503.41,112.52
2023-04-22,Saturday,Medium,No,163.39,192.95,127.5,94.0,63.7,200,18134.14,90.67
2023-04-23,Sunday,Medium,No,147.09,186.86,189.0,202.8,94.5,200,37903.84,189.52
2023-04-24,Monday,Medium,No,174.57,194.02,80.0,63.6,40.0,200,12346.01,61.73
2023-04-25,Tuesday,Medium,No,153.18,171.58,112.3,90.2,56.2,200,15470.58,77.35
2023-04-26,Wednesday,Medium,No,135.31,198.96,81.6,71.3,40.8,200,14190.13,70.95
2023-04-27,Thursday,Medium,No,196.11,165.61,69.4,57.0,34.7,200,9439.97,47.2
2023-04-28,Friday,Medium,No,181.51,223.17,87.1,78.4,43.6,200,17497.28,87.49
2023-04-29,Saturday,Medium,No,158.02,181.88,213.3,149.2,100.0,200,27142.15,135.71
2023-04-30,Sunday,Medium,No,168.81,193.35,182.4,156.8,91.2,200,30320.91,151.6
2023-05-01,Monday,Medium,No,169.62,176.17,124.0,101.1,62.0,200,17817.33,89.09
2023-05-02,Tuesday,Medium,No,174.32,176.61,127.1,107.6,63.5,200,19009.69,95.05
2023-05-03,Wednesday,Medium,No,181.89,182.97,84.3,82.3,42.2,200,15061.85,75.31
