Date,Day_of_Week,Season,Holiday,Competitor_Price,Roomify_Price,Demand,Bookings,Occupancy_Percentage,Total_Rooms,Revenue,RevPAR
2023-05-04,Thursday,Medium,No,151.41,170.92,103.4,102.1,51.7,200,17459.79,87.3
2023-05-05,Friday,Medium,No,132.96,186.15,126.7,110.5,63.4,200,20577.46,102.89
2023-05-06,Saturday,Medium,No,164.18,189.71,170.6,156.0,85.3,200,29595.4,147.98
2023-05-07,Sunday,Medium,No,173.33,185.79,160.4,133.9,80.2,200,24884.82,124.42
2023-05-08,Monday,Medium,No,162.08,206.68,122.0,67.8,61.0,200,14014.19,70.07
2023-05-09,Tuesday,Medium,No,174.84,187.89,116.9,94.9,58.5,200,17822.5,89.11
2023-05-10,Wednesday,Medium,No,181.86,202.95,100.4,89.4,50.2,200,18143.41,90.72
2023-05-11,Thursday,Medium,No,150.43,156.41,106.0,99.3,53.0,200,15527.07,77.64
2023-05-12,Friday,Medium,No,179.3,194.26,131.5,118.6,65.7,200,23031.71,115.16
2023-05-13,Saturday,Medium,No,155.38,192.64,171.9,159.1,86.0,200,30649.08,153.25
2023-05-14,Sunday,Medium,No,182.83,198.17,170.8,163.5,85.4,200,32392.33,161.96
2023-05-15,Monday,Medium,No,164.6,166.36,116.4,90.2,58.2,200,15011.45,75.06
2023-05-16,Tuesday,Medium,No,154.87,181.11,98.1,80.3,49.0,200,14547.67,72.74
2023-05-17,Wednesday,Medium,No,136.6,188.27,106.4,81.8,53.2,200,15390.94,76.95
2023-05-18,Thursday,Medium,No,174.89,202.75,82.1,63.5,41.1,200,12881.48,64.41
2023-05-19,Friday,Medium,No,153.46,165.2,133.8,111.2,66.9,200,18364.88,91.82
2023-05-20,Saturday,Medium,No,161.03,143.92,180.7,131.2,90.4,200,18883.77,94.42
2023-05-21,Sunday,Medium,No,165.9,189.55,188.0,135.2,94.0,200,25629.64,128.15
2023-05-22,Monday,Medium,No,119.71,167.59,141.6,137.9,70.8,200,23112.95,115.56
2023-05-23,Tuesday,Medium,No,168.14,174.17,134.9,101.5,67.4,200,17677.37,88.39
2023-05-24,Wednesday,Medium,No,172.15,194.11,136.6,153.8,68.3,200,29857.77,149.29
2023-05-25,Thursday,Medium,No,170.89,173.82,118.9,80.0,59.4,200,13907.52,69.54
2023-05-26,Friday,Medium,No,154.58,175.81,104.6,90.5,52.3,200,15907.7,79.54
2023-05-27,Saturday,Medium,No,152.66,206.42,150.3,127.6,75.1,200,26334.87,131.67
2023-05-28,Sunday,Medium,No,160.08,187.1,176.0,134.3,88.0,200,25134.43,125.67
2023-05-29,Monday,Medium,Yes,155.13,177.93,156.6,120.3,78.3,200,21403.39,107.02
2023-05-30,Tuesday,Medium,No,157.86,201.49,115.3,100.2,57.7,200,20196.71,100.98
2023-05-31,Wednesday,Medium,No,177.76,181.25,127.1,106.7,63.6,200,19344.24,96.72
2023-06-01,Thursday,High,No,198.98,188.34,131.2,109.8,65.6,200,20676.13,103.38
2023-06-02,Friday,High,No,216.34,218.52,198.8,193.5,99.4,200,42288.45,211.44
2023-06-03,Saturday,High,No,196.33,203.95,236.7,193.7,100.0,200,39509.52,197.55
2023-06-04,Sunday,High,No,204.24,224.08,241.9,194.7,100.0,200,43627.5,218.14
2023-06-05,Monday,High,No,195.01,212.02,146.4,90.8,73.2,200,19258.3,96.29
2023-06-06,Tuesday,High,No,186.74,175.59,169.8,141.9,84.9,200,24907.15,124.54
2023-06-07,Wednesday,High,No,188.2,229.05,174.8,153.8,87.4,200,35238.11,176.19
2023-06-08,Thursday,High,No,204.33,177.22,200.8,169.1,100.0,200,29976.21,149.88
2023-06-09,Friday,High,No,205.06,178.56,148.9,138.8,74.5,200,24778.54,123.89
2023-06-10,Saturday,High,No,200.65,181.96,234.6,225.8,100.0,200,41089.83,205.45
2023-06-11,Sunday,High,No,177.16,232.85,210.2,192.1,100.0,200,44732.99,223.66
2023-06-12,Monday,High,No,190.07,212.06,162.9,135.8,81.4,200,28795.63,143.98
2023-06-13,Tuesday,High,No,195.61,179.96,194.8,155.6,97.4,200,28000.43,140.0
2023-06-14,Wednesday,High,No,191.57,180.11,128.8,107.0,64.4,200,19268.63,96.34
2023-06-15,Thursday,High,No,231.19,215.69,179.6,148.0,89.8,200,31911.79,159.56
2023-06-16,Friday,High,No,195.34,210.94,152.1,146.2,76.0,200,30840.77,154.2
2023-06-17,Saturday,High,No,205.73,214.36,257.6,219.5,100.0,200,47044.88,235.22
2023-06-18,Sunday,High,No,205.09,211.84,242.4,192.2,100.0,200,40706.98,203.53
2023-06-19,Monday,High,No,196.53,230.98,145.8,102.5,72.9,200,23675.32,118.38
2023-06-20,Tuesday,High,No,197.47,201.02,182.5,159.6,91.2,200,32077.32,160.39
2023-06-21,Wednesday,High,No,191.65,229.8,137.2,105.3,68.6,200,24192.86,120.96
2023-06-22,Thursday,High,No,193.45,167.14,176.5,179.3,88.2,200,29972.97,149.86
2023-06-23,Friday,High,No,195.31,204.61,152.2,120.0,76.1,200,24555.5,122.78
2023-06-24,Saturday,High,No,189.37,193.65,275.9,249.9,100.0,200,48397.09,241.99
2023-06-25,Sunday,High,No,178.33,204.93,250.7,241.7,100.0,200,49524.61,247.62
2023-06-26,Monday,High,No,218.71,179.7,163.8,118.6,81.9,200,21315.51,106.58
2023-06-27,Tuesday,High,No,191.49,209.33,194.7,164.0,97.4,200,34335.97,171.68
2023-06-28,Wednesday,High,No,190.2,203.04,159.7,169.1,79.8,200,34326.34,171.63
2023-06-29,Thursday,High,No,170.89,203.69,210.1,178.7,100.0,200,36406.66,182.03
2023-06-30,Friday,High,No,192.15,192.85,176.2,174.0,88.1,200,33547.34,167.74
2023-07-01,Saturday,High,No,161.82,230.67,191.4,157.6,95.7,200,36342.07,181.71
2023-07-02,Sunday,High,No,188.56,211.77,210.7,188.9,100.0,200,39995.44,199.98
2023-07-03,Monday,High,No,225.36,202.83,183.8,144.1,91.9,200,29219.05,146.1
2023-07-04,Tuesday,High,Yes,201.39,200.38,275.2,247.3,100.0,200,49558.62,247.79
2023-07-05,Wednesday,High,No,222.07,196.18,194.4,140.1,97.2,200,27484.16,137.42
2023-07-06,Thursday,High,No,180.65,209.45,201.1,178.1,100.0,200,37295.25,186.48
2023-07-07,Friday,High,No,190.3,199.99,152.2,138.6,76.1,200,27720.3,138.6
2023-07-08,Saturday,High,No,208.23,190.96,242.6,212.7,100.0,200,40609.07,203.05
2023-07-09,Sunday,High,No,188.45,198.68,289.9,239.2,100.0,200,47532.86,237.66
2023-07-10,Monday,High,No,189.62,187.05,194.9,162.1,97.4,200,30324.32,151.62
2023-07-11,Tuesday,High,No,185.26,226.43,196.4,155.1,98.2,200,35128.17,175.64
2023-07-12,Wednesday,High,No,167.0,220.15,149.1,138.5,74.6,200,30500.41,152.5
2023-07-13,Thursday,High,No,165.45,217.85,138.7,128.0,69.3,200,27886.27,139.43
2023-07-14,Friday,High,No,195.21,180.92,171.9,157.9,85.9,200,28563.01,142.82
2023-07-15,Saturday,High,No,196.59,211.69,285.7,198.2,100.0,200,41950.24,209.75
2023-07-16,Sunday,High,No,219.26,202.09,234.0,167.8,100.0,200,33907.81,169.54
2023-07-17,Monday,High,No,192.16,218.43,170.1,170.3,85.0,200,37189.66,185.95
2023-07-18,Tuesday,High,No,173.23,199.76,146.7,130.0,73.3,200,25971.53,129.86
2023-07-19,Wednesday,High,No,208.3,191.58,127.9,111.3,64.0,200,21318.25,106.59
2023-07-20,Thursday,High,No,201.55,208.09,203.0,150.8,100.0,200,31375.5,156.88
2023-07-21,Friday,High,No,205.2,223.85,139.5,123.1,69.8,200,27545.41,137.73
2023-07-22,Saturday,High,No,187.44,198.37,254.5,204.0,100.0,200,40459.54,202.3
2023-07-23,Sunday,High,No,184.86,200.68,223.8,165.9,100.0,200,33297.11,166.49
2023-07-24,Monday,High,No,205.19,177.02,193.3,173.3,96.7,200,30673.04,153.37
2023-07-25,Tuesday,High,No,169.11,186.45,198.3,149.1,99.2,200,27805.76,139.03
2023-07-26,Wednesday,High,No,188.03,209.24,189.6,156.4,94.8,200,32719.52,163.6
2023-07-27,Thursday,High,No,186.04,228.45,202.5,191.9,100.0,200,43842.81,219.21
2023-07-28,Friday,High,No,196.28,183.83,163.4,147.4,81.7,200,27100.88,135.5
2023-07-29,Saturday,High,No,201.28,228.03,255.0,178.4,100.0,200,40679.31,203.4
2023-07-30,Sunday,High,No,210.78,180.04,244.3,213.8,100.0,200,38489.66,192.45
2023-07-31,Monday,High,No,224.94,262.2,183.2,152.4,91.6,200,39947.08,199.74
2023-08-01,Tuesday,High,No,203.02,217.75,169.7,174.7,84.8,200,38036.23,190.18
2023-08-02,Wednesday,High,No,198.45,209.95,190.2,169.7,95.1,200,35624.73,178.12
2023-08-03,Thursday,High,No,207.58,187.65,168.8,124.9,84.4,200,23444.58,117.22
2023-08-04,Friday,High,No,201.59,215.58,185.4,188.6,92.7,200,40667.69,203.34
2023-08-05,Saturday,High,No,194.92,213.37,223.0,180.9,100.0,200,38604.42,193.02
2023-08-06,Sunday,High,No,205.43,216.98,241.9,203.9,100.0,200,44233.58,221.17
2023-08-07,Monday,High,No,172.23,192.86,191.3,173.6,95.7,200,33489.12,167.45
2023-08-08,Tuesday,High,No,202.51,201.0,180.1,141.2,90.1,200,28385.58,141.93
2023-08-09,Wednesday,High,No,205.48,208.42,189.1,150.8,94.5,200,31421.86,157.11
2023-08-10,Thursday,High,No,162.7,221.94,150.8,115.1,75.4,200,25554.33,127.77
2023-08-11,Friday,High,No,205.4,192.16,201.2,183.4,100.0,200,35248.44,176.24
2023-08-12,Saturday,High,No,205.25,172.68,276.2,242.0,100.0,200,41792.19,208.96
2023-08-13,Sunday,High,No,189.46,202.87,211.1,188.1,100.0,200,38156.27,190.78
2023-08-14,Monday,High,No,179.56,172.95,149.6,143.8,74.8,200,24862.88,124.31
2023-08-15,Tuesday,High,No,185.56,230.67,156.2,106.1,78.1,200,24467.85,122.34
2023-08-16,Wednesday,High,No,178.25,224.72,162.8,129.5,81.4,200,29091.48,145.46
2023-08-17,Thursday,High,No,197.4,210.04,198.9,197.9,99.4,200,41559.16,207.8
2023-08-18,Friday,High,No,189.6,173.48,171.7,150.4,85.9,200,26098.35,130.49
2023-08-19,Saturday,High,No,180.54,180.86,258.7,218.7,100.0,200,39548.72,197.74
2023-08-20,Sunday,High,No,195.49,184.83,247.4,187.4,100.0,200,34640.56,173.2
2023-08-21,Monday,High,No,208.35,220.7,139.9,105.9,69.9,200,23370.92,116.85
2023-08-22,Tuesday,High,No,172.55,187.0,173.8,122.5,86.9,200,22915.33,114.58
2023-08-23,Wednesday,High,No,181.17,179.92,184.1,157.8,92.1,200,28391.6,141.96
2023-08-24,Thursday,High,No,184.17,203.54,163.4,134.4,81.7,200,27363.91,136.82
2023-08-25,Friday,High,No,220.1,226.81,152.4,142.2,76.2,200,32241.02,161.21
2023-08-26,Saturday,High,No,207.17,177.03,268.4,269.4,100.0,200,47692.02,238.46
2023-08-27,Sunday,High,No,178.16,181.65,270.9,237.6,100.0,200,43159.34,215.8
2023-08-28,Monday,High,No,203.27,206.81,186.9,134.1,93.4,200,27724.01,138.62
2023-08-29,Tuesday,High,No,210.71,223.39,172.2,145.6,86.1,200,32523.45,162.62
2023-08-30,Wednesday,High,No,172.03,210.29,179.4,151.4,89.7,200,31837.83,159.19
2023-08-31,Thursday,High,No,211.87,193.32,191.3,143.1,95.6,200,27662.5,138.31
2023-09-01,Friday,Medium,No,164.65,180.51,121.0,98.4,60.5,200,17764.06,88.82
2023-09-02,Saturday,Medium,No,163.03,200.52,147.7,101.8,73.8,200,20412.58,102.06
2023-09-03,Sunday,Medium,No,191.24,211.63,136.8,125.7,68.4,200,26601.58,133.01
2023-09-04,Monday,Medium,Yes,157.46,189.27,186.2,153.9,93.1,200,29136.85,145.68
2023-09-05,Tuesday,Medium,No,153.24,170.19,97.7,74.9,48.8,200,12749.63,63.75
2023-09-06,Wednesday,Medium,No,163.99,169.68,132.4,132.2,66.2,200,22436.16,112.18
2023-09-07,Thursday,Medium,No,156.3,188.79,122.5,109.9,61.3,200,20750.94,103.75
2023-09-08,Friday,Medium,No,166.14,198.85,122.6,89.0,61.3,200,17698.87,88.49
2023-09-09,Saturday,Medium,No,178.04,201.75,146.0,124.7,73.0,200,25152.32,125.76
2023-09-10,Sunday,Medium,No,175.25,179.81,188.1,204.4,94.1,200,36754.03,183.77
2023-09-11,Monday,Medium,No,153.21,156.38,125.3,115.6,62.7,200,18073.59,90.37
2023-09-12,Tuesday,Medium,No,161.54,213.07,81.7,75.1,40.9,200,16011.19,80.06
2023-09-13,Wednesday,Medium,No,155.91,218.39,145.4,112.5,72.7,200,24560.29,122.8
2023-09-14,Thursday,Medium,No,156.76,201.19,102.1,86.3,51.0,200,17359.09,86.8
2023-09-15,Friday,Medium,No,165.38,145.61,119.7,93.5,59.9,200,13615.25,68.08
2023-09-16,Saturday,Medium,No,157.6,212.87,125.2,116.6,62.6,200,24820.28,124.1
2023-09-17,Sunday,Medium,No,160.82,178.4,178.3,157.6,89.1,200,28119.03,140.6
2023-09-18,Monday,Medium,No,173.56,203.36,107.2,84.6,53.6,200,17194.46,85.97
2023-09-19,Tuesday,Medium,No,148.72,167.49,174.4,170.0,87.2,200,28471.07,142.36
2023-09-20,Wednesday,Medium,No,144.73,157.55,126.4,114.4,63.2,200,18024.14,90.12
2023-09-21,Thursday,Medium,No,173.23,178.9,116.3,102.7,58.2,200,18369.51,91.85
2023-09-22,Friday,Medium,No,166.29,139.61,115.4,88.3,57.7,200,12323.42,61.62
2023-09-23,Saturday,Medium,No,167.63,243.71,152.5,124.8,76.2,200,30420.24,152.1
2023-09-24,Sunday,Medium,No,178.83,193.65,172.2,156.8,86.1,200,30372.86,151.86
2023-09-25,Monday,Medium,No,195.85,161.38,129.5,98.1,64.7,200,15824.76,79.12
2023-09-26,Tuesday,Medium,No,173.33,165.63,111.7,91.6,55.8,200,15173.02,75.87
2023-09-27,Wednesday,Medium,No,179.64,202.37,90.5,77.4,45.3,200,15673.06,78.37
2023-09-28,Thursday,Medium,No,154.36,158.83,114.6,93.9,57.3,200,14912.24,74.56
2023-09-29,Friday,Medium,No,201.4,192.66,92.4,73.4,46.2,200,14133.34,70.67
2023-09-30,Saturday,Medium,No,180.32,225.77,123.6,81.8,61.8,200,18469.98,92.35
2023-10-01,Sunday,Medium,No,193.06,191.79,150.6,136.1,75.3,200,26101.47,130.51
2023-10-02,Monday,Medium,No,125.46,184.07,109.7,103.4,54.9,200,19036.78,95.18
2023-10-03,Tuesday,Medium,No,149.79,185.71,92.9,81.3,46.4,200,15098.7,75.49
2023-10-04,Wednesday,Medium,No,151.57,175.84,94.3,86.3,47.2,200,15177.14,75.89
2023-10-05,Thursday,Medium,No,177.88,179.31,120.5,85.0,60.2,200,15232.53,76.16
2023-10-06,Friday,Medium,No,160.5,183.0,167.4,123.7,83.7,200,22628.26,113.14
2023-10-07,Saturday,Medium,No,186.96,203.94,169.0,173.4,84.5,200,35364.44,176.82
2023-10-08,Sunday,Medium,No,170.58,191.78,160.7,156.2,80.3,200,29962.64,149.81
2023-10-09,Monday,Medium,No,181.45,171.49,93.6,77.7,46.8,200,13319.8,66.6
2023-10-10,Tuesday,Medium,No,153.0,182.73,137.8,110.8,68.9,200,20244.77,101.22
2023-10-11,Wednesday,Medium,No,164.36,185.16,132.4,82.8,66.2,200,15331.05,76.66
2023-10-12,Thursday,Medium,No,155.9,188.23,136.5,109.3,68.3,200,20580.61,102.9
2023-10-13,Friday,Medium,No,136.85,196.39,91.6,67.0,45.8,200,13155.33,65.78
2023-10-14,Saturday,Medium,No,155.63,180.31,147.9,93.1,74.0,200,16787.51,83.94
2023-10-15,Sunday,Medium,No,178.46,209.5,172.3,126.8,86.1,200,26569.71,132.85
2023-10-16,Monday,Medium,No,161.98,183.87,127.1,116.5,63.6,200,21427.99,107.14
2023-10-17,Tuesday,Medium,No,153.99,185.64,121.7,121.2,60.9,200,22501.02,112.51
2023-10-18,Wednesday,Medium,No,175.57,199.78,116.7,115.7,58.4,200,23107.99,115.54
2023-10-19,Thursday,Medium,No,171.15,166.78,148.1,136.2,74.0,200,22713.69,113.57
2023-10-20,Friday,Medium,No,158.35,174.41,122.3,109.6,61.1,200,19115.89,95.58
2023-10-21,Saturday,Medium,No,167.96,190.23,195.3,186.9,97.7,200,35562.59,177.81
2023-10-22,Sunday,Medium,No,167.86,202.83,136.9,121.8,68.4,200,24697.9,123.49
2023-10-23,Monday,Medium,No,192.14,179.64,103.0,80.9,51.5,200,14527.52,72.64
2023-10-24,Tuesday,Medium,No,148.66,168.3,107.8,76.5,53.9,200,12875.35,64.38
2023-10-25,Wednesday,Medium,No,165.23,202.05,93.8,94.0,46.9,200,18993.42,94.97
2023-10-26,Thursday,Medium,No,172.66,204.61,100.2,93.7,50.1,200,19175.24,95.88
2023-10-27,Friday,Medium,No,148.62,201.8,110.6,100.1,55.3,200,20198.15,100.99
2023-10-28,Saturday,Medium,No,147.37,166.1,173.5,131.0,86.8,200,21767.19,108.84
2023-10-29,Sunday,Medium,No,171.95,156.66,185.0,134.4,92.5,200,21058.15,105.29
2023-10-30,Monday,Medium,No,173.28,196.51,101.2,91.9,50.6,200,18068.44,90.34
2023-10-31,Tuesday,Medium,No,168.91,173.22,98.9,64.7,49.5,200,11200.69,56.0
2023-11-01,Wednesday,Low,No,140.24,120.7,81.9,67.5,41.0,200,8143.05,40.72
2023-11-02,Thursday,Low,No,145.19,145.96,73.3,67.7,36.6,200,9874.76,49.37
2023-11-03,Friday,Low,No,140.03,158.32,86.2,60.1,43.1,200,9510.1,47.55
2023-11-04,Saturday,Low,No,146.35,164.25,87.6,72.3,43.8,200,11873.04,59.37
2023-11-05,Sunday,Low,No,134.41,149.31,115.0,114.2,57.5,200,17045.78,85.23
2023-11-06,Monday,Low,No,151.23,125.76,92.4,90.9,46.2,200,11426.16,57.13
2023-11-07,Tuesday,Low,No,140.8,173.82,114.6,109.2,57.3,200,18973.87,94.87
2023-11-08,Wednesday,Low,No,138.74,172.9,77.0,65.6,38.5,200,11346.5,56.73
2023-11-09,Thursday,Low,No,129.73,183.27,53.7,53.9,26.9,200,9878.24,49.39
2023-11-10,Friday,Low,No,142.5,124.01,87.4,55.9,43.7,200,6933.08,34.67
2023-11-11,Saturday,Low,No,144.38,169.7,94.3,81.3,47.1,200,13794.55,68.97
2023-11-12,Sunday,Low,No,164.31,141.89,90.8,90.7,45.4,200,12862.63,64.31
2023-11-13,Monday,Low,No,164.44,152.07,100.2,98.6,50.1,200,15000.63,75.0
2023-11-14,Tuesday,Low,No,123.86,142.29,101.0,102.9,50.5,200,14644.28,73.22
2023-11-15,Wednesday,Low,No,143.44,134.4,119.7,95.4,59.9,200,12825.09,64.13
2023-11-16,Thursday,Low,No,129.97,158.85,105.8,98.9,52.9,200,15713.08,78.57
2023-11-17,Friday,Low,No,141.22,161.27,77.5,70.2,38.7,200,11315.71,56.58
2023-11-18,Saturday,Low,No,97.06,135.88,103.4,76.0,51.7,200,10323.91,51.62
2023-11-19,Sunday,Low,No,140.79,147.91,145.4,146.5,72.7,200,21664.93,108.32
2023-11-20,Monday,Low,No,128.01,148.98,74.6,60.0,37.3,200,8943.79,44.72
2023-11-21,Tuesday,Low,No,137.93,136.83,57.4,52.4,28.7,200,7163.71,35.82
2023-11-22,Wednesday,Low,No,144.44,135.91,97.9,77.0,49.0,200,10470.44,52.35
2023-11-23,Thursday,Low,Yes,138.8,168.41,119.1,106.7,59.6,200,17966.18,89.83
2023-11-24,Friday,Low,Yes,127.25,148.07,117.6,91.2,58.8,200,13501.24,67.51
2023-11-25,Saturday,Low,No,132.35,121.03,102.2,83.9,51.1,200,10159.01,50.8
2023-11-26,Sunday,Low,No,131.16,147.17,106.7,95.8,53.3,200,14095.51,70.48
2023-11-27,Monday,Low,No,148.12,139.0,55.9,41.7,28.0,200,5798.83,28.99
2023-11-28,Tuesday,Low,No,127.69,144.96,61.4,44.2,30.7,200,6407.14,32.04
2023-11-29,Wednesday,Low,No,128.16,155.63,86.8,68.9,43.4,200,10723.87,53.62
2023-11-30,Thursday,Low,No,128.81,133.47,78.5,60.1,39.3,200,8016.9,40.08
2023-12-01,Friday,Low,No,143.6,116.28,72.8,64.1,36.4,200,7451.23,37.26
2023-12-02,Saturday,Low,No,137.76,205.86,102.4,76.7,51.2,200,15799.26,79.0
2023-12-03,Sunday,Low,No,133.57,116.48,110.4,84.6,55.2,200,9857.74,49.29
2023-12-04,Monday,Low,No,148.73,141.01,77.7,61.1,38.8,200,8612.69,43.06
2023-12-05,Tuesday,Low,No,161.08,145.58,116.7,108.7,58.3,200,15816.83,79.08
2023-12-06,Wednesday,Low,No,142.23,159.37,85.0,55.9,42.5,200,8901.66,44.51
2023-12-07,Thursday,Low,No,130.82,168.9,72.0,51.1,36.0,200,8632.17,43.16
2023-12-08,Friday,Low,No,134.21,186.08,95.7,80.7,47.8,200,15020.59,75.1
2023-12-09,Saturday,Low,No,149.27,144.67,77.9,59.0,39.0,200,8539.94,42.7
2023-12-10,Sunday,Low,No,158.44,146.52,107.1,87.9,53.6,200,12871.83,64.36
2023-12-11,Monday,Low,No,163.56,184.52,121.3,101.2,60.7,200,18668.95,93.34
2023-12-12,Tuesday,Low,No,139.43,121.67,109.5,80.3,54.8,200,9771.84,48.86
2023-12-13,Wednesday,Low,No,138.25,130.05,68.2,52.3,34.1,200,6798.86,33.99
2023-12-14,Thursday,Low,No,125.88,141.22,66.1,61.7,33.1,200,8713.61,43.57
2023-12-15,Friday,Low,No,118.43,156.41,96.7,77.2,48.3,200,12075.18,60.38
2023-12-16,Saturday,High,No,184.23,195.39,271.0,235.6,100.0,200,46038.44,230.19
2023-12-17,Sunday,High,No,187.03,209.68,220.8,202.7,100.0,200,42506.86,212.53
2023-12-18,Monday,High,No,201.13,193.84,163.2,124.3,81.6,200,24089.15,120.45
2023-12-19,Tuesday,High,No,203.02,224.58,161.5,144.7,80.8,200,32495.74,162.48
2023-12-20,Wednesday,High,No,163.69,188.31,171.3,130.0,85.6,200,24478.36,122.39
2023-12-21,Thursday,High,No,180.95,186.64,184.1,153.1,92.1,200,28570.38,142.85
2023-12-22,Friday,High,No,161.43,157.59,167.9,150.4,83.9,200,23695.6,118.48
2023-12-23,Saturday,High,No,153.79,190.01,223.7,221.2,100.0,200,42024.1,210.12
2023-12-24,Sunday,High,No,189.22,207.66,247.5,157.6,100.0,200,32730.9,163.65
2023-12-25,Monday,High,Yes,206.52,204.31,298.2,370.5,100.0,200,75697.6,378.49
2023-12-26,Tuesday,High,No,163.74,234.49,150.9,132.6,75.5,200,31097.43,155.49
2023-12-27,Wednesday,High,No,194.32,191.52,168.6,148.9,84.3,200,28510.59,142.55
2023-12-28,Thursday,High,No,172.24,215.01,158.3,116.6,79.1,200,25079.39,125.4
2023-12-29,Friday,High,No,188.25,225.14,158.7,140.6,79.4,200,31653.5,158.27
2023-12-30,Saturday,High,No,184.04,215.16,252.9,261.7,100.0,200,56316.09,281.58
2023-12-31,Sunday,High,Yes,192.37,213.37,392.0,384.0,100.0,200,81924.94,409.62
